dataset,query,role,review_reference_top1_id,impr_id,impr_name,impr_score,impr_flag,changed_vs_baseline,base_id,base_name,base_score,base_flag
corpus,Supplementary motor area,llm_accept_top1,HOMBA:AA30012,HOMBA:AA30012,medial division of area 6 (supplementary motor area),1.0,high_confidence,,HOMBA:AA30012,medial division of area 6 (supplementary motor area),1.0,high_confidence
corpus,Supramarginal gyrus,llm_accept_top1,HOMBA:12135,HOMBA:12135,supramarginal gyrus,1.0,high_confidence,,HOMBA:12135,supramarginal gyrus,1.0,high_confidence
corpus,Temporal pole,llm_accept_top1,HOMBA:12146,HOMBA:12146,temporal pole (temporopolar cortex),1.0,high_confidence,,HOMBA:12146,temporal pole (temporopolar cortex),1.0,high_confidence
corpus,Thalamus,llm_accept_top1,HOMBA:10390,HOMBA:10390,thalamus,1.0,high_confidence,,HOMBA:10390,thalamus,1.0,high_confidence
corpus,Trigeminal nucleus (motor),llm_accept_top1,HOMBA:12429,HOMBA:12429,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",1.0,high_confidence,,HOMBA:12429,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",1.0,high_confidence
corpus,Trigeminal nucleus (principal sensory),llm_accept_top1,HOMBA:12444,HOMBA:12444,principal sensory nucleus of trigeminal nerve,1.0,high_confidence,,HOMBA:12444,principal sensory nucleus of trigeminal nerve,1.0,high_confidence
corpus,Trochlear nucleus,llm_accept_top1,HOMBA:12206,HOMBA:12206,trochlear nucleus,1.0,high_confidence,,HOMBA:12206,trochlear nucleus,1.0,high_confidence
corpus,Uncinate fasciculus,llm_accept_top1,HOMBA:10594,HOMBA:10594,uncinate fasciculus,1.0,high_confidence,,HOMBA:10594,uncinate fasciculus,1.0,high_confidence
corpus,Ventral anterior thalamic nucleus,llm_accept_top1,HOMBA:10417,HOMBA:10417,ventral anterior nucleus of thalamus,1.0,high_confidence,,HOMBA:10417,ventral anterior nucleus of thalamus,1.0,high_confidence
corpus,Ventral cochlear nucleus,llm_accept_top1,HOMBA:12439,HOMBA:12439,ventral cochlear nucleus,1.0,high_confidence,,HOMBA:12439,ventral cochlear nucleus,1.0,high_confidence
corpus,Ventral lateral thalamic nucleus,llm_accept_top1,HOMBA:10420,HOMBA:10420,ventral lateral nucleus of thalamus,1.0,high_confidence,,HOMBA:10420,ventral lateral nucleus of thalamus,1.0,high_confidence
corpus,Ventral medial thalamic nucleus,llm_accept_top1,HOMBA:10427,HOMBA:10427,ventral medial nucleus of thalamus,1.0,high_confidence,,HOMBA:10427,ventral medial nucleus of thalamus,1.0,high_confidence
corpus,Ventral posterior thalamic nucleus,llm_accept_top1,HOMBA:10423,HOMBA:10423,ventral posterior nuclear complex of thalamus,1.0,high_confidence,,HOMBA:10423,ventral posterior nuclear complex of thalamus,1.0,high_confidence
corpus,Ventral tegmental area,llm_accept_top1,HOMBA:12261,HOMBA:12261,ventral tegmental area,1.0,high_confidence,,HOMBA:12261,ventral tegmental area,1.0,high_confidence
corpus,Zona incerta,llm_accept_top1,HOMBA:10463,HOMBA:10463,zona incerta,1.0,high_confidence,,HOMBA:10463,zona incerta,1.0,high_confidence
corpus,Frontal orbital cortex (lateral),llm_accept_top1,HOMBA:10205,HOMBA:10205,"lateral orbital frontal cortex (OFCl, area 12/47)",0.9936,high_confidence,,HOMBA:10205,"lateral orbital frontal cortex (OFCl, area 12/47)",0.9936,high_confidence
corpus,Frontal orbital cortex (medial),llm_accept_top1,HOMBA:10195,HOMBA:10195,medial orbital frontal cortex (area 14),0.9894,high_confidence,,HOMBA:10195,medial orbital frontal cortex (area 14),0.9894,high_confidence
corpus,Trigeminal tract (mesencephalic),llm_accept_top1,HOMBA:12767,HOMBA:12767,mesencephalic trigeminal tract,0.9821,high_confidence,,HOMBA:12767,mesencephalic trigeminal tract,0.9821,high_confidence
corpus,External globus pallidus,llm_accept_top1,HOMBA:10343,HOMBA:10343,external division of globus pallidus,0.9362,high_confidence,,HOMBA:10343,external division of globus pallidus,0.9362,high_confidence
corpus,Lateral ventricle,llm_accept_top1,HOMBA:10598,HOMBA:10598,body of lateral ventricles,0.9767,high_confidence,,HOMBA:10598,body of lateral ventricles,0.9767,high_confidence
corpus,Internal capsule (posterior limb),llm_accept_top1,HOMBA:10584,HOMBA:10584,caudal limb of internal capsule,0.9509,high_confidence,,HOMBA:10584,caudal limb of internal capsule,0.9509,high_confidence
corpus,Cerebellar cortex (molecular layer),llm_accept_top1,HOMBA:AA30427,HOMBA:AA30427,molecular layer of cerebellar cortex,0.9302,high_confidence,,HOMBA:AA30427,molecular layer of cerebellar cortex,0.9302,high_confidence
corpus,Dorsal raphe,llm_accept_top1,HOMBA:12223,HOMBA:12223,dorsal raphe nucleus,0.9479,high_confidence,,HOMBA:12223,dorsal raphe nucleus,0.9479,high_confidence
corpus,Periaqueductal gray,llm_accept_top1,HOMBA:AA30359,HOMBA:AA30359,periaqueductal gray region,0.94,high_confidence,,HOMBA:AA30359,periaqueductal gray region,0.94,high_confidence
species,Accumbens,llm_accept_top1,HOMBA:10339,HOMBA:10339,nucleus accumbens,1.0,high_confidence,,HOMBA:10339,nucleus accumbens,1.0,high_confidence
species,Amygdalohippocampal area,llm_accept_top1,HOMBA:10377,HOMBA:10377,amygdalohippocampal area,1.0,high_confidence,,HOMBA:10377,amygdalohippocampal area,1.0,high_confidence
species,Amygdalopiriform transition area,llm_accept_top1,HOMBA:10382,HOMBA:10382,amygdalocortical transition area (amygdalopiriform transition area),1.0,high_confidence,,HOMBA:10382,amygdalocortical transition area (amygdalopiriform transition area),1.0,high_confidence
species,Amygdalostriatal transition area,llm_accept_top1,HOMBA:10381,HOMBA:10381,amygdalostriatal transition area,1.0,high_confidence,,HOMBA:10381,amygdalostriatal transition area,1.0,high_confidence
species,Angular thalamic nucleus,llm_accept_top1,HOMBA:AA30318,HOMBA:AA30318,angular nucleus of thalamus,1.0,high_confidence,,HOMBA:AA30318,angular nucleus of thalamus,1.0,high_confidence
species,Ansa Lenticularis,llm_accept_top1,HOMBA:10571,HOMBA:10571,ansa lenticularis,1.0,high_confidence,,HOMBA:10571,ansa lenticularis,1.0,high_confidence
species,Anterior amygdaloid area,llm_accept_top1,HOMBA:10362,HOMBA:10362,anterior amygdaloid area,1.0,high_confidence,,HOMBA:10362,anterior amygdaloid area,1.0,high_confidence
species,Anterior commissure,llm_accept_top1,HOMBA:10559,HOMBA:10559,anterior commissure,1.0,high_confidence,,HOMBA:10559,anterior commissure,1.0,high_confidence
species,Anterior Hypothalamic Area,llm_accept_top1,HOMBA:266441551,HOMBA:266441551,anterior hypothalamic area,1.0,high_confidence,,HOMBA:266441551,anterior hypothalamic area,1.0,high_confidence
species,Anterior hypothalamic nucleus,llm_accept_top1,HOMBA:10475,HOMBA:10475,anterior hypothalamic nucleus,1.0,high_confidence,,HOMBA:10475,anterior hypothalamic nucleus,1.0,high_confidence
species,Anterior Tegmental Nucleus,llm_accept_top1,HOMBA:AA30442,HOMBA:AA30442,anterior tegmental nucleus,1.0,high_confidence,,HOMBA:AA30442,anterior tegmental nucleus,1.0,high_confidence
species,Anterior thalamic nucleus,llm_accept_top1,HOMBA:10392,HOMBA:10392,anterior nuclear complex of thalamus,1.0,high_confidence,,HOMBA:10392,anterior nuclear complex of thalamus,1.0,high_confidence
species,Anterodorsal thalamic nucleus,llm_accept_top1,HOMBA:10393,HOMBA:10393,anterodorsal nucleus of thalamus,1.0,high_confidence,,HOMBA:10393,anterodorsal nucleus of thalamus,1.0,high_confidence
species,Anteromedial thalamic nucleus,llm_accept_top1,HOMBA:10394,HOMBA:10394,anteromedial nucleus of thalamus,1.0,high_confidence,,HOMBA:10394,anteromedial nucleus of thalamus,1.0,high_confidence
species,Ascending fibers of the facial nerve,llm_accept_top1,HOMBA:12729,HOMBA:12729,ascending fibers of the facial nerve in pons,1.0,high_confidence,,HOMBA:12729,ascending fibers of the facial nerve in pons,1.0,high_confidence
species,Basal nucleus (of Meynert),llm_accept_top1,HOMBA:10353,HOMBA:10353,basal nucleus of Meynert,1.0,high_confidence,,HOMBA:10353,basal nucleus of Meynert,1.0,high_confidence
species,CA1 (hippocampus),llm_accept_top1,HOMBA:10297,HOMBA:10297,CA1 region of hippocampus,1.0,high_confidence,,HOMBA:10297,CA1 region of hippocampus,1.0,high_confidence
species,Caudate Head,llm_accept_top1,HOMBA:10335,HOMBA:10335,head of caudate nucleus,1.0,high_confidence,,HOMBA:10335,head of caudate nucleus,1.0,high_confidence
species,Caudate nucleus,llm_accept_top1,HOMBA:10334,HOMBA:10334,caudate nucleus (mediodorsal division of the CP),1.0,high_confidence,,HOMBA:10334,caudate nucleus (mediodorsal division of the CP),1.0,high_confidence
species,Caudate Tail,llm_accept_top1,HOMBA:10337,HOMBA:10337,tail of caudate nucleus (caudolateral division of the CP),1.0,high_confidence,,HOMBA:10337,tail of caudate nucleus (caudolateral division of the CP),1.0,high_confidence
species,Central lateral thalamic nucleus,llm_accept_top1,HOMBA:10444,HOMBA:10444,central lateral nucleus of thalamus,1.0,high_confidence,,HOMBA:10444,central lateral nucleus of thalamus,1.0,high_confidence
species,Central medial thalamic nucleus,llm_accept_top1,HOMBA:10445,HOMBA:10445,central medial nucleus of thalamus,1.0,high_confidence,,HOMBA:10445,central medial nucleus of thalamus,1.0,high_confidence
species,Cerebral peduncle,llm_accept_top1,HOMBA:12330,HOMBA:12330,cerebral peduncle (crus cerebri),1.0,high_confidence,,HOMBA:12330,cerebral peduncle (crus cerebri),1.0,high_confidence
species,Claustrum,llm_accept_top1,HOMBA:10346,HOMBA:10346,claustrum,1.0,high_confidence,,HOMBA:10346,claustrum,1.0,high_confidence
species,Cochlear Nucleus,llm_accept_top1,HOMBA:12437,HOMBA:12437,cochlear nuclei,1.0,high_confidence,,HOMBA:12437,cochlear nuclei,1.0,high_confidence
species,Corticospinal Tract,llm_accept_top1,HOMBA:12047,HOMBA:12047,corticospinal tract,1.0,high_confidence,,HOMBA:12047,corticospinal tract,1.0,high_confidence
species,Crossing of the superior cerebellar peduncle,llm_accept_top1,HOMBA:12337,HOMBA:12337,decussation of superior cerebellar peduncle,1.0,high_confidence,,HOMBA:12337,decussation of superior cerebellar peduncle,1.0,high_confidence
species,Cuneiform Nucleus,llm_accept_top1,HOMBA:12240,HOMBA:12240,cuneiform nucleus,1.0,high_confidence,,HOMBA:12240,cuneiform nucleus,1.0,high_confidence
species,Dentate gyrus,llm_accept_top1,HOMBA:10295,HOMBA:10295,dentate gyrus,1.0,high_confidence,,HOMBA:10295,dentate gyrus,1.0,high_confidence
species,Dorsal endopiriform claustrum,llm_accept_top1,HOMBA:AA30264,HOMBA:AA30264,dorsal endopiriform nucleus,1.0,high_confidence,,HOMBA:AA30264,dorsal endopiriform nucleus,1.0,high_confidence
species,Dorsal lateral geniculate nucleus,llm_accept_top1,HOMBA:10429,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),1.0,high_confidence,,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),1.0,high_confidence
species,Dorsomedial hypothalamic nucleus,llm_accept_top1,HOMBA:10485,HOMBA:10485,dorsomedial hypothalamic nucleus,1.0,high_confidence,,HOMBA:10485,dorsomedial hypothalamic nucleus,1.0,high_confidence
species,Dysgranular insular cortex,llm_accept_top1,HOMBA:10289,HOMBA:10289,dysgranular insular cortex (area Idg),1.0,high_confidence,,HOMBA:10289,dysgranular insular cortex (area Idg),1.0,high_confidence
species,Endopiriform nucleus,llm_accept_top1,HOMBA:10371,HOMBA:10371,endopiriform nucleus,1.0,high_confidence,,HOMBA:10371,endopiriform nucleus,1.0,high_confidence
species,Entopeduncular nucleus,llm_accept_top1,HOMBA:146034758,HOMBA:146034758,entopeduncular nucleus,1.0,high_confidence,,HOMBA:146034758,entopeduncular nucleus,1.0,high_confidence
species,Entorhinal area (medial part),llm_accept_top1,HOMBA:10319,HOMBA:10319,medial (caudal) entorhinal cortex,1.0,high_confidence,,HOMBA:10319,medial (caudal) entorhinal cortex,1.0,high_confidence
species,Extended amygdala,llm_accept_top1,HOMBA:10383,HOMBA:10383,extended amygdala,1.0,high_confidence,,HOMBA:10383,extended amygdala,1.0,high_confidence
species,Facial Motor Nucleus,llm_accept_top1,HOMBA:12420,HOMBA:12420,facial nucleus,1.0,high_confidence,,HOMBA:12420,facial nucleus,1.0,high_confidence
species,Fasciculus retroflexus,llm_accept_top1,HOMBA:12342,HOMBA:12342,fasciculus retroflexus (habenuno-interpeduncular tract),1.0,high_confidence,,HOMBA:12342,fasciculus retroflexus (habenuno-interpeduncular tract),1.0,high_confidence
species,Fasciola cinereum,llm_accept_top1,HOMBA:AA30112,HOMBA:AA30112,fasciola cinereum (ectosplenial area 26),1.0,high_confidence,,HOMBA:AA30112,fasciola cinereum (ectosplenial area 26),1.0,high_confidence
species,Fimbria,llm_accept_top1,HOMBA:10575,HOMBA:10575,fimbria,1.0,high_confidence,,HOMBA:10575,fimbria,1.0,high_confidence
species,Flocculus,llm_accept_top1,HOMBA:AA30424,HOMBA:AA30424,lobule Xa (flocculus),1.0,high_confidence,,HOMBA:AA30424,lobule Xa (flocculus),1.0,high_confidence
species,Fornix,llm_accept_top1,HOMBA:10576,HOMBA:10576,fornix,1.0,high_confidence,,HOMBA:10576,fornix,1.0,high_confidence
species,Frontal pole,llm_accept_top1,HOMBA:146034888,HOMBA:146034888,frontal pole,1.0,high_confidence,,HOMBA:146034888,frontal pole,1.0,high_confidence
species,Genu of the facial nerve,llm_accept_top1,HOMBA:12738,HOMBA:12738,genu of the facial nerve,1.0,high_confidence,,HOMBA:12738,genu of the facial nerve,1.0,high_confidence
species,Gigantocellular Reticular Nucleus,llm_accept_top1,HOMBA:12625,HOMBA:12625,gigantocellular reticular nuclei,1.0,high_confidence,,HOMBA:12625,gigantocellular reticular nuclei,1.0,high_confidence
species,Glomerular layer of the accessory olfactory bulb,llm_accept_top1,HOMBA:AA30176,HOMBA:AA30176,glomerular layer of accessory olfactory bulb,1.0,high_confidence,,HOMBA:AA30176,glomerular layer of accessory olfactory bulb,1.0,high_confidence
species,Glomerular layer of the olfactory bulb,llm_accept_top1,HOMBA:AA30170,HOMBA:AA30170,glomerular layer of olfactory bulb,1.0,high_confidence,,HOMBA:AA30170,glomerular layer of olfactory bulb,1.0,high_confidence
species,Granular insular cortex,llm_accept_top1,HOMBA:10290,HOMBA:10290,granular insular cortex (area Ig),1.0,high_confidence,,HOMBA:10290,granular insular cortex (area Ig),1.0,high_confidence
species,Habenula,llm_accept_top1,HOMBA:10452,HOMBA:10452,habenular nuclei,1.0,high_confidence,,HOMBA:10452,habenular nuclei,1.0,high_confidence
species,Habenular commissure,llm_accept_top1,HOMBA:10566,HOMBA:10566,habenular commissure,1.0,high_confidence,,HOMBA:10566,habenular commissure,1.0,high_confidence
species,Head of caudate nucleus,llm_accept_top1,HOMBA:10335,HOMBA:10335,head of caudate nucleus,1.0,high_confidence,,HOMBA:10335,head of caudate nucleus,1.0,high_confidence
species,Hippocampus,llm_accept_top1,HOMBA:AA30093,HOMBA:AA30093,hippocampus,1.0,high_confidence,,HOMBA:AA30093,hippocampus,1.0,high_confidence
species,Inferior Cerebellar Peduncle,llm_accept_top1,HOMBA:12741,HOMBA:12741,inferior cerebellar peduncle,1.0,high_confidence,,HOMBA:12741,inferior cerebellar peduncle,1.0,high_confidence
species,Inferior cerebellar peduncle,llm_accept_top1,HOMBA:12741,HOMBA:12741,inferior cerebellar peduncle,1.0,high_confidence,,HOMBA:12741,inferior cerebellar peduncle,1.0,high_confidence
species,Inferior colliculus,llm_accept_top1,HOMBA:12305,HOMBA:12305,inferior colliculus,1.0,high_confidence,,HOMBA:12305,inferior colliculus,1.0,high_confidence
species,Inferior frontal gyrus,llm_accept_top1,HOMBA:12117,HOMBA:12117,inferior frontal gyrus,1.0,high_confidence,,HOMBA:12117,inferior frontal gyrus,1.0,high_confidence
species,Inferior Olive,llm_accept_top1,HOMBA:12600,HOMBA:12600,inferior olive,1.0,high_confidence,,HOMBA:12600,inferior olive,1.0,high_confidence
species,Inferior olive,llm_accept_top1,HOMBA:12600,HOMBA:12600,inferior olive,1.0,high_confidence,,HOMBA:12600,inferior olive,1.0,high_confidence
species,Inferior Pulvinar,llm_accept_top1,HOMBA:10413,HOMBA:10413,inferior division of pulvinar,1.0,high_confidence,,HOMBA:10413,inferior division of pulvinar,1.0,high_confidence
species,Inferior temporal gyrus,llm_accept_top1,HOMBA:12142,HOMBA:12142,inferior temporal gyrus,1.0,high_confidence,,HOMBA:12142,inferior temporal gyrus,1.0,high_confidence
species,Infundibulum,llm_accept_top1,HOMBA:10643,HOMBA:10643,infundibular stalk,1.0,high_confidence,,HOMBA:10643,infundibular stalk,1.0,high_confidence
species,Insular cortex,llm_accept_top1,HOMBA:10288,HOMBA:10288,major insular cortex,1.0,high_confidence,,HOMBA:10288,major insular cortex,1.0,high_confidence
species,Interanteromedial thalamic nucleus,llm_accept_top1,HOMBA:13048,HOMBA:13048,interanteromedial nucleus of thalamus,1.0,high_confidence,,HOMBA:13048,interanteromedial nucleus of thalamus,1.0,high_confidence
species,Intermediodorsal thalamic nucleus,llm_accept_top1,HOMBA:13049,HOMBA:13049,intermediodorsal  nucleus of thalamus,1.0,high_confidence,,HOMBA:13049,intermediodorsal  nucleus of thalamus,1.0,high_confidence
species,Internal capsule,llm_accept_top1,HOMBA:10581,HOMBA:10581,internal capsule,1.0,high_confidence,,HOMBA:10581,internal capsule,1.0,high_confidence
species,Interpeduncular Nucleus,llm_accept_top1,HOMBA:12270,HOMBA:12270,interpeduncular nucleus,1.0,high_confidence,,HOMBA:12270,interpeduncular nucleus,1.0,high_confidence
species,Interpeduncular nucleus,llm_accept_top1,HOMBA:12270,HOMBA:12270,interpeduncular nucleus,1.0,high_confidence,,HOMBA:12270,interpeduncular nucleus,1.0,high_confidence
species,Lamina Terminalis,llm_accept_top1,HOMBA:12105,HOMBA:12105,lamina terminalis,1.0,high_confidence,,HOMBA:12105,lamina terminalis,1.0,high_confidence
species,Lateral entorhinal cortex,llm_accept_top1,HOMBA:10318,HOMBA:10318,lateral (rostral) entorhinal cortex,1.0,high_confidence,,HOMBA:10318,lateral (rostral) entorhinal cortex,1.0,high_confidence
species,Lateral habenular nucleus,llm_accept_top1,HOMBA:10453,HOMBA:10453,lateral habenular nucleus,1.0,high_confidence,,HOMBA:10453,lateral habenular nucleus,1.0,high_confidence
species,Lateral Lemniscus,llm_accept_top1,HOMBA:12760,HOMBA:12760,lateral lemniscus,1.0,high_confidence,,HOMBA:12760,lateral lemniscus,1.0,high_confidence
species,Lateral Parabrachial Nucleus,llm_accept_top1,HOMBA:12482,HOMBA:12482,lateral parabrachial nucleus,1.0,high_confidence,,HOMBA:12482,lateral parabrachial nucleus,1.0,high_confidence
species,"Lateral parietal cortex, inferior",llm_accept_top1,HOMBA:10225,HOMBA:10225,inferior lateral parietal cortex,1.0,high_confidence,,HOMBA:10225,inferior lateral parietal cortex,1.0,high_confidence
species,Lateral Pulvinar,llm_accept_top1,HOMBA:10412,HOMBA:10412,lateral division of pulvinar,0.9784,high_confidence,,HOMBA:10412,lateral division of pulvinar,0.9784,high_confidence
species,Lateral Reticular Nucleus,llm_accept_top1,HOMBA:12634,HOMBA:12634,lateral reticular nucleus,1.0,high_confidence,,HOMBA:12634,lateral reticular nucleus,1.0,high_confidence
species,Lateral superior olive,llm_accept_top1,HOMBA:12469,HOMBA:12469,lateral superior olivary nucleus,1.0,high_confidence,,HOMBA:12469,lateral superior olivary nucleus,1.0,high_confidence
species,Mammillary nucleus,llm_accept_top1,HOMBA:10498,HOMBA:10498,mammillary nuclear complex,1.0,high_confidence,,HOMBA:10498,mammillary nuclear complex,1.0,high_confidence
species,Mammillotegmental tract,llm_accept_top1,HOMBA:12065,HOMBA:12065,mammillotegmental tract,1.0,high_confidence,,HOMBA:12065,mammillotegmental tract,1.0,high_confidence
species,Medial amygdaloid nucleus,llm_accept_top1,HOMBA:10376,HOMBA:10376,medial nuclear complex of amygdala,1.0,high_confidence,,HOMBA:10376,medial nuclear complex of amygdala,1.0,high_confidence
species,Medial eminence,llm_accept_top1,HOMBA:12820,HOMBA:12820,medial eminence,1.0,high_confidence,,HOMBA:12820,medial eminence,1.0,high_confidence
species,Medial entorhinal cortex,llm_accept_top1,HOMBA:10319,HOMBA:10319,medial (caudal) entorhinal cortex,1.0,high_confidence,,HOMBA:10319,medial (caudal) entorhinal cortex,1.0,high_confidence
species,Medial geniculate nucleus,llm_accept_top1,HOMBA:10434,HOMBA:10434,medial geniculate nucleus,1.0,high_confidence,,HOMBA:10434,medial geniculate nucleus,1.0,high_confidence
species,Medial habenular nucleus,llm_accept_top1,HOMBA:10456,HOMBA:10456,medial habenular nucleus,1.0,high_confidence,,HOMBA:10456,medial habenular nucleus,1.0,high_confidence
species,Medial Lemniscus,llm_accept_top1,HOMBA:12763,HOMBA:12763,medial lemniscus,1.0,high_confidence,,HOMBA:12763,medial lemniscus,1.0,high_confidence
species,Medial longitudinal fascicle,llm_accept_top1,HOMBA:12764,HOMBA:12764,medial longitudinal fasciculus,1.0,high_confidence,,HOMBA:12764,medial longitudinal fasciculus,1.0,high_confidence
species,Medial Parabrachial Nucleus,llm_accept_top1,HOMBA:12487,HOMBA:12487,medial parabrachial nucleus,1.0,high_confidence,,HOMBA:12487,medial parabrachial nucleus,1.0,high_confidence
species,Medial Pulvinar,llm_accept_top1,HOMBA:10411,HOMBA:10411,medial division of pulvinar,0.9757,high_confidence,,HOMBA:10411,medial division of pulvinar,0.9757,high_confidence
species,Medial superior olive,llm_accept_top1,HOMBA:12470,HOMBA:12470,medial superior olivary nucleus,1.0,high_confidence,,HOMBA:12470,medial superior olivary nucleus,1.0,high_confidence
species,Median eminence,llm_accept_top1,HOMBA:13338,HOMBA:13338,median eminence,1.0,high_confidence,,HOMBA:13338,median eminence,1.0,high_confidence
species,Mediodorsal thalamic nucleus,llm_accept_top1,HOMBA:10398,HOMBA:10398,mediodorsal nucleus of thalamus,1.0,high_confidence,,HOMBA:10398,mediodorsal nucleus of thalamus,1.0,high_confidence
species,Mediodorsal Thalamus,llm_accept_top1,HOMBA:10398,HOMBA:10398,mediodorsal nucleus of thalamus,1.0,high_confidence,,HOMBA:10398,mediodorsal nucleus of thalamus,1.0,high_confidence
species,Midbrain reticular formation,llm_accept_top1,HOMBA:12239,HOMBA:12239,midbrain reticular formation,1.0,high_confidence,,HOMBA:12239,midbrain reticular formation,1.0,high_confidence
species,Middle cerebellar peduncle,llm_accept_top1,HOMBA:12768,HOMBA:12768,middle cerebellar peduncle (brachium pontis),1.0,high_confidence,,HOMBA:12768,middle cerebellar peduncle (brachium pontis),1.0,high_confidence
species,Middle frontal gyrus,llm_accept_top1,HOMBA:12116,HOMBA:12116,middle frontal gyrus,1.0,high_confidence,,HOMBA:12116,middle frontal gyrus,1.0,high_confidence
species,Motor Trigeminal Nucleus,llm_accept_top1,HOMBA:12429,HOMBA:12429,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",1.0,high_confidence,,HOMBA:12429,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",1.0,high_confidence
species,Nucleus accumbens (core),llm_accept_top1,HOMBA:10340,HOMBA:10340,core of nucleus accumbens,1.0,high_confidence,,HOMBA:10340,core of nucleus accumbens,1.0,high_confidence
species,Nucleus accumbens (shell),llm_accept_top1,HOMBA:10341,HOMBA:10341,shell of nucleus accumbens,1.0,high_confidence,,HOMBA:10341,shell of nucleus accumbens,1.0,high_confidence
species,"Nucleus accumbens, core",llm_accept_top1,HOMBA:10340,HOMBA:10340,core of nucleus accumbens,0.989,high_confidence,,HOMBA:10340,core of nucleus accumbens,0.989,high_confidence
species,"Nucleus accumbens, shell",llm_accept_top1,HOMBA:10341,HOMBA:10341,shell of nucleus accumbens,0.9844,high_confidence,,HOMBA:10341,shell of nucleus accumbens,0.9844,high_confidence
species,Nucleus of the lateral olfactory tract,llm_accept_top1,HOMBA:10309,HOMBA:10309,nucleus of lateral olfactory tract,1.0,high_confidence,,HOMBA:10309,nucleus of lateral olfactory tract,1.0,high_confidence
species,Nucleus sagulum,llm_accept_top1,HOMBA:12313,HOMBA:12313,sagulum nucleus (nucleus sagulum),1.0,high_confidence,,HOMBA:12313,sagulum nucleus (nucleus sagulum),1.0,high_confidence
species,Obex,llm_accept_top1,HOMBA:12812,HOMBA:12812,obex,1.0,high_confidence,,HOMBA:12812,obex,1.0,high_confidence
species,Occulomotor Nuclei,llm_accept_top1,HOMBA:12198,HOMBA:12198,oculomotor nucleus,1.0,high_confidence,,HOMBA:12198,oculomotor nucleus,1.0,high_confidence
species,Oculomotor complex,llm_accept_top1,HOMBA:12198,HOMBA:12198,oculomotor nucleus,1.0,high_confidence,,HOMBA:12198,oculomotor nucleus,1.0,high_confidence
species,Olfactory tubercle,llm_accept_top1,HOMBA:10310,HOMBA:10310,olfactory tubercle,1.0,high_confidence,,HOMBA:10310,olfactory tubercle,1.0,high_confidence
species,Olfactory Tubercule,llm_accept_top1,HOMBA:10310,HOMBA:10310,olfactory tubercle,1.0,high_confidence,,HOMBA:10310,olfactory tubercle,1.0,high_confidence
species,Olivocerebellar Tract,llm_accept_top1,HOMBA:12747,HOMBA:12747,olivocerebellar tract,1.0,high_confidence,,HOMBA:12747,olivocerebellar tract,1.0,high_confidence
species,Optic nerve,llm_accept_top1,HOMBA:15544,HOMBA:15544,optic nerve,1.0,high_confidence,,HOMBA:15544,optic nerve,1.0,high_confidence
species,Optic Tract,llm_accept_top1,HOMBA:10589,HOMBA:10589,optic tract,1.0,high_confidence,,HOMBA:10589,optic tract,1.0,high_confidence
species,Parabigeminal Nucleus,llm_accept_top1,HOMBA:12312,HOMBA:12312,parabigeminal nucleus,1.0,high_confidence,,HOMBA:12312,parabigeminal nucleus,1.0,high_confidence
species,Paracentral thalamic nucleus,llm_accept_top1,HOMBA:10446,HOMBA:10446,paracentral nucleus of thalamus,1.0,high_confidence,,HOMBA:10446,paracentral nucleus of thalamus,1.0,high_confidence
species,Parafascicular thalamic nucleus,llm_accept_top1,HOMBA:10450,HOMBA:10450,parafascicular nucleus of thalamus,1.0,high_confidence,,HOMBA:10450,parafascicular nucleus of thalamus,1.0,high_confidence
species,Paraflocculus,llm_accept_top1,HOMBA:AA30421,HOMBA:AA30421,lobule IXb (paraflocculus),1.0,high_confidence,,HOMBA:AA30421,lobule IXb (paraflocculus),1.0,high_confidence
species,Parahippocampal gyrus,llm_accept_top1,HOMBA:12162,HOMBA:12162,parahippocampal gyrus,1.0,high_confidence,,HOMBA:12162,parahippocampal gyrus,1.0,high_confidence
species,Paramedian Lobule,llm_accept_top1,HOMBA:AA30417,HOMBA:AA30417,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",1.0,high_confidence,,HOMBA:AA30417,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",1.0,high_confidence
species,Parasubiculum,llm_accept_top1,HOMBA:10316,HOMBA:10316,parasubiculum (parasubicular cortex),1.0,high_confidence,,HOMBA:10316,parasubiculum (parasubicular cortex),1.0,high_confidence
species,Parataenial thalamic nucleus,llm_accept_top1,HOMBA:10404,HOMBA:10404,parataenial nucleus of thalamus,1.0,high_confidence,,HOMBA:10404,parataenial nucleus of thalamus,1.0,high_confidence
species,Perifornical nucleus,llm_accept_top1,HOMBA:11578,HOMBA:11578,perifornical nucleus,1.0,high_confidence,,HOMBA:11578,perifornical nucleus,1.0,high_confidence
species,Peripeduncular nucleus,llm_accept_top1,HOMBA:12285,HOMBA:12285,peripeduncular nucleus,1.0,high_confidence,,HOMBA:12285,peripeduncular nucleus,1.0,high_confidence
