dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Abducens nucleus,high_confidence,1.0,HOMBA:12418,abducens nucleus,bm25+exact+fuzzy,Abducens nucleus,Abducens nucleus,,1.0,efferent nuclei of the cranial nerves in midbrain,0.260505,correct,0,1_highconf_correct.csv,2,aligned,high,1.0,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure.",aligned,high,1.0,Exact match with case variation; same anatomical structure.,aligned,high,1.0,Exact match except case.,aligned,high,1.0,3/3,False,3-0,stable,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure. | Exact match with case variation; same anatomical structure. | Exact match except case.",,
species,Lateral Lemniscus,high_confidence,1.0,HOMBA:12760,lateral lemniscus,bm25+exact+fuzzy,Lateral Lemniscus,Lateral Lemniscus,lateral,1.0,nuclei of lateral lemniscus,0.946389,correct,240,1_highconf_correct.csv,242,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,Exact case-insensitive match between query and top1_name.,aligned,high,1.0,"Identical structure, case difference only.",aligned,high,1.0,3/3,False,3-0,stable,"Exact case-insensitive match. | Exact case-insensitive match between query and top1_name. | Identical structure, case difference only.",,
species,Lateral Parabrachial Nucleus,high_confidence,1.0,HOMBA:12482,lateral parabrachial nucleus,bm25+exact+fuzzy,Lateral Parabrachial Nucleus,Lateral Parabrachial Nucleus,lateral,1.0,"lateral parabrachial nucleus, central division",0.9975,correct,241,1_highconf_correct.csv,243,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,"Exact match, same anatomical entity.",aligned,high,1.0,3/3,False,3-0,stable,"Exact case-insensitive match. | Exact case-insensitive match. | Exact match, same anatomical entity.",,
species,"Lateral parietal cortex, inferior",high_confidence,1.0,HOMBA:10225,inferior lateral parietal cortex,bm25+fuzzy,"Lateral parietal cortex, inferior",inferior lateral parietal cortex,lateral,1.0,inferior parietal lobule (gyrus),0.481047,correct,242,1_highconf_correct.csv,244,aligned,high,1.0,Synonymous word-order variant.,aligned,high,1.0,Word-order variant but identical components; conventional synonym.,aligned,high,1.0,"Word-order variant of the same cortical region, no anatomical discrepancy.",aligned,high,1.0,3/3,False,3-0,stable,"Synonymous word-order variant. | Word-order variant but identical components; conventional synonym. | Word-order variant of the same cortical region, no anatomical discrepancy.",,
species,Lateral Pulvinar,high_confidence,1.0,HOMBA:10412,lateral division of pulvinar,bm25+fuzzy,lateral pulvinar of thalamus,lateral division of pulvinar of thalamus,lateral,1.0,pulvinar of thalamus,0.7172,correct,243,1_highconf_correct.csv,245,aligned,high,1.0,Top1 is a more precise synonym (lateral division of pulvinar).,aligned,high,1.0,'lateral division of pulvinar' is the standard term for lateral pulvinar; direct synonym.,aligned,high,1.0,Lateral division of pulvinar is the full name for Lateral Pulvinar; same structure.,aligned,high,1.0,3/3,False,3-0,stable,Top1 is a more precise synonym (lateral division of pulvinar). | 'lateral division of pulvinar' is the standard term for lateral pulvinar; direct synonym. | Lateral division of pulvinar is the full name for Lateral Pulvinar; same structure.,,
species,Lateral Reticular Nucleus,high_confidence,1.0,HOMBA:12634,lateral reticular nucleus,bm25+exact+fuzzy,Lateral Reticular Nucleus,Lateral Reticular Nucleus,lateral;reticular,1.0,lateral reticular nuclei of pons,0.9975,correct,244,1_highconf_correct.csv,246,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,"Exact match, same nucleus.",aligned,high,1.0,3/3,False,3-0,stable,"Exact case-insensitive match. | Exact case-insensitive match. | Exact match, same nucleus.",,
species,Lateral superior olive,high_confidence,1.0,HOMBA:12469,lateral superior olivary nucleus,bm25+exact+fuzzy,Lateral superior olive,Lateral superior olive,lateral,1.0,superior olivary nucleus,0.6512,correct,245,1_highconf_correct.csv,247,aligned,high,1.0,'Lateral superior olive' is a synonym for 'lateral superior olivary nucleus'; exact anatomical match.,aligned,high,1.0,Lateral superior olive and lateral superior olivary nucleus are accepted synonyms.,aligned,high,1.0,Lateral superior olive is a synonym for lateral superior olivary nucleus; the matched alias confirms direct equivalence.,aligned,high,1.0,3/3,False,3-0,stable,'Lateral superior olive' is a synonym for 'lateral superior olivary nucleus'; exact anatomical match. | Lateral superior olive and lateral superior olivary nucleus are accepted synonyms. | Lateral superior olive is a synonym for lateral superior olivary nucleus; the matched alias confirms direct equivalence.,,
species,Mammillary nucleus,high_confidence,1.0,HOMBA:10498,mammillary nuclear complex,bm25+exact+fuzzy+hierarchy_parent,Mammillary nucleus,Mammillary nucleus,,1.0,mammillary (posterior) region of HTH,0.8342,correct,246,1_highconf_correct.csv,248,broader_parent,high,0.95,Query 'Mammillary nucleus' is a component of 'mammillary nuclear complex'; top1 is a broader parent structure.,aligned,high,1.0,Mammillary nucleus and mammillary nuclear complex are conventionally used interchangeably.,aligned,high,1.0,"Mammillary nucleus is a standard term for the mammillary body, which is a nuclear complex; the matched alias confirms consistency.",aligned,medium,0.9833,2/3,True,2-1,majority_vote,"Query 'Mammillary nucleus' is a component of 'mammillary nuclear complex'; top1 is a broader parent structure. | Mammillary nucleus and mammillary nuclear complex are conventionally used interchangeably. | Mammillary nucleus is a standard term for the mammillary body, which is a nuclear complex; the matched alias confirms consistency.",,
species,Mammillotegmental tract,high_confidence,1.0,HOMBA:12065,mammillotegmental tract,bm25+exact+fuzzy,Mammillotegmental tract,Mammillotegmental tract,,1.0,pyramidal tract,0.302708,correct,247,1_highconf_correct.csv,249,aligned,high,1.0,Exact string match: 'Mammillotegmental tract' equals top1 name.,aligned,high,1.0,Exact match between query and top1 name.,aligned,high,1.0,Exact match between query and top1_name; identical anatomical tract.,aligned,high,1.0,3/3,False,3-0,stable,Exact string match: 'Mammillotegmental tract' equals top1 name. | Exact match between query and top1 name. | Exact match between query and top1_name; identical anatomical tract.,,
species,Medial amygdaloid nucleus,high_confidence,1.0,HOMBA:10376,medial nuclear complex of amygdala,bm25+exact+fuzzy,Medial amygdaloid nucleus,Medial amygdaloid nucleus,medial,1.0,corticomedial nuclear group of amygdala,0.686995,correct,248,1_highconf_correct.csv,250,broader_parent,high,0.95,'Medial amygdaloid nucleus' is part of the 'medial nuclear complex of amygdala'; top1 is broader parent.,broader_parent,medium,0.9,Medial amygdaloid nucleus is a specific nucleus; medial nuclear complex of amygdala is a broader grouping containing it.,broader_parent,high,0.95,"Medial amygdaloid nucleus is a specific division; top1 'medial nuclear complex of amygdala' is the broader parent complex, not the exact nucleus.",broader_parent,high,0.9333,3/3,False,3-0,stable,"'Medial amygdaloid nucleus' is part of the 'medial nuclear complex of amygdala'; top1 is broader parent. | Medial amygdaloid nucleus is a specific nucleus; medial nuclear complex of amygdala is a broader grouping containing it. | Medial amygdaloid nucleus is a specific division; top1 'medial nuclear complex of amygdala' is the broader parent complex, not the exact nucleus.",,
species,Medial eminence,high_confidence,1.0,HOMBA:12820,medial eminence,bm25+exact+fuzzy,Medial eminence,Medial eminence,medial,1.0,medial ganglionic eminence,0.802404,correct,249,1_highconf_correct.csv,251,aligned,high,1.0,Exact string match: 'Medial eminence' equals top1 name.,aligned,high,1.0,Exact match between query and top1 name.,aligned,high,1.0,Exact spatial term match; both refer to the same ventricular floor landmark.,aligned,high,1.0,3/3,False,3-0,stable,Exact string match: 'Medial eminence' equals top1 name. | Exact match between query and top1 name. | Exact spatial term match; both refer to the same ventricular floor landmark.,,
species,Medial entorhinal cortex,high_confidence,1.0,HOMBA:10319,medial (caudal) entorhinal cortex,bm25+exact+fuzzy,Medial entorhinal cortex,Medial entorhinal cortex,medial,1.0,intermediate entorhinal cortex,0.84753,correct,250,1_highconf_correct.csv,252,aligned,high,1.0,top1 matches query exactly with an accepted synonym variant specifying 'caudal'.,aligned,high,1.0,"Exact match with accepted synonym, includes additional descriptive term.",partial_or_narrower,medium,0.7,"Top1 adds 'caudal' denoting a subregion of medial entorhinal cortex, narrower than the query.",aligned,medium,0.9,2/3,True,2-1,majority_vote,"top1 matches query exactly with an accepted synonym variant specifying 'caudal'. | Exact match with accepted synonym, includes additional descriptive term. | Top1 adds 'caudal' denoting a subregion of medial entorhinal cortex, narrower than the query.",,
species,Medial geniculate nucleus,high_confidence,1.0,HOMBA:10434,medial geniculate nucleus,bm25+exact+fuzzy,Medial geniculate nucleus,Medial geniculate nucleus,medial,1.0,dorsal (rostral) division of medial geniculate nucleus,0.9975,correct,251,1_highconf_correct.csv,253,aligned,high,1.0,Exact match 'medial geniculate nucleus'.,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,Top1 matches query exactly.,aligned,high,1.0,3/3,False,3-0,stable,Exact match 'medial geniculate nucleus'. | Exact case-insensitive match. | Top1 matches query exactly.,,
species,Medial habenular nucleus,high_confidence,1.0,HOMBA:10456,medial habenular nucleus,bm25+exact+fuzzy,Medial habenular nucleus,Medial habenular nucleus,medial,1.0,dorsal division of medial habenular nucleus,0.913605,correct,252,1_highconf_correct.csv,254,aligned,high,1.0,Exact match 'medial habenular nucleus'.,aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,Top1 matches query exactly.,aligned,high,1.0,3/3,False,3-0,stable,Exact match 'medial habenular nucleus'. | Exact case-insensitive match. | Top1 matches query exactly.,,
species,Medial Lemniscus,high_confidence,1.0,HOMBA:12763,medial lemniscus,bm25+exact+fuzzy,Medial Lemniscus,Medial Lemniscus,medial,1.0,decussation of medial lemniscus,0.861263,correct,253,1_highconf_correct.csv,255,aligned,high,1.0,"Exact match, only case difference.",aligned,high,1.0,Exact case-insensitive match.,aligned,high,1.0,"Minor capitalisation and spelling variant ('lemniscus' vs 'Lemniscus'), same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match, only case difference. | Exact case-insensitive match. | Minor capitalisation and spelling variant ('lemniscus' vs 'Lemniscus'), same structure.",,
species,Medial longitudinal fascicle,high_confidence,1.0,HOMBA:12764,medial longitudinal fasciculus,bm25+exact+fuzzy,Medial longitudinal fascicle,Medial longitudinal fascicle,medial,1.0,medial longitudinal fasciculus in spinal cord,0.9325,correct,254,1_highconf_correct.csv,256,aligned,high,1.0,Synonym variant: 'fascicle' vs 'fasciculus' are used interchangeably.,aligned,high,1.0,"Synonym, fascicle and fasciculus are interchangeable.",aligned,high,1.0,'fascicle' and 'fasciculus' are accepted synonyms for the same tract.,aligned,high,1.0,3/3,False,3-0,stable,"Synonym variant: 'fascicle' vs 'fasciculus' are used interchangeably. | Synonym, fascicle and fasciculus are interchangeable. | 'fascicle' and 'fasciculus' are accepted synonyms for the same tract.",,
species,Medial Parabrachial Nucleus,high_confidence,1.0,HOMBA:12487,medial parabrachial nucleus,bm25+exact+fuzzy,Medial Parabrachial Nucleus,Medial Parabrachial Nucleus,medial,1.0,"medial parabrachial nucleus, medial division",1.0,correct,255,1_highconf_correct.csv,257,aligned,high,1.0,"top1_name is an exact lowercase match to the query, referring to the same structure.",aligned,high,1.0,Exact match (case-insensitive) for Medial Parabrachial Nucleus.,aligned,high,1.0,Exact match with case-insensitive normalization.,aligned,high,1.0,3/3,False,3-0,stable,"top1_name is an exact lowercase match to the query, referring to the same structure. | Exact match (case-insensitive) for Medial Parabrachial Nucleus. | Exact match with case-insensitive normalization.",,
species,Medial Pulvinar,high_confidence,1.0,HOMBA:10411,medial division of pulvinar,bm25+fuzzy,medial pulvinar of thalamus,medial division of pulvinar of thalamus,medial,1.0,pulvinar of thalamus,0.7172,correct,256,1_highconf_correct.csv,258,aligned,high,0.98,"'medial division of pulvinar' is the conventional full name for 'Medial Pulvinar', same anatomical entity.",aligned,high,1.0,Synonym: medial pulvinar is the medial division of pulvinar.,aligned,high,1.0,Medial pulvinar is synonymous with medial division of pulvinar of thalamus.,aligned,high,0.9933,3/3,False,3-0,stable,"'medial division of pulvinar' is the conventional full name for 'Medial Pulvinar', same anatomical entity. | Synonym: medial pulvinar is the medial division of pulvinar. | Medial pulvinar is synonymous with medial division of pulvinar of thalamus.",,
species,Medial superior olive,high_confidence,1.0,HOMBA:12470,medial superior olivary nucleus,bm25+exact+fuzzy,Medial superior olive,Medial superior olive,medial,1.0,superior olivary nucleus,0.6512,correct,257,1_highconf_correct.csv,259,aligned,high,0.98,"'medial superior olivary nucleus' is the formal name for 'Medial superior olive', standard synonym.",aligned,high,1.0,Synonym: medial superior olive and medial superior olivary nucleus refer to same structure.,aligned,high,1.0,Medial superior olive and medial superior olivary nucleus are interchangeable names for the same structure.,aligned,high,0.9933,3/3,False,3-0,stable,"'medial superior olivary nucleus' is the formal name for 'Medial superior olive', standard synonym. | Synonym: medial superior olive and medial superior olivary nucleus refer to same structure. | Medial superior olive and medial superior olivary nucleus are interchangeable names for the same structure.",,
species,Median eminence,high_confidence,1.0,HOMBA:13338,median eminence,bm25+exact+fuzzy+hierarchy_parent,Median eminence,Median eminence,,1.0,internal division of median eminence,0.695441,correct,258,1_highconf_correct.csv,260,aligned,high,1.0,"top1_name is identical to query apart from capitalization, same structure.",aligned,high,1.0,Exact match (case-insensitive) for Median eminence.,aligned,high,1.0,Exact match; same anatomical entity.,aligned,high,1.0,3/3,False,3-0,stable,"top1_name is identical to query apart from capitalization, same structure. | Exact match (case-insensitive) for Median eminence. | Exact match; same anatomical entity.",,
species,Mediodorsal thalamic nucleus,high_confidence,1.0,HOMBA:10398,mediodorsal nucleus of thalamus,bm25+exact+fuzzy,Mediodorsal thalamic nucleus,Mediodorsal thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.369828,correct,259,1_highconf_correct.csv,261,aligned,high,0.98,'mediodorsal nucleus of thalamus' and 'Mediodorsal thalamic nucleus' are accepted synonymous names.,aligned,high,1.0,Conventional word-order variant: mediodorsal thalamic nucleus equals mediodorsal nucleus of thalamus.,aligned,high,1.0,Mediodorsal thalamic nucleus is synonymous with mediodorsal nucleus of thalamus.,aligned,high,0.9933,3/3,False,3-0,stable,'mediodorsal nucleus of thalamus' and 'Mediodorsal thalamic nucleus' are accepted synonymous names. | Conventional word-order variant: mediodorsal thalamic nucleus equals mediodorsal nucleus of thalamus. | Mediodorsal thalamic nucleus is synonymous with mediodorsal nucleus of thalamus.,,
species,Mediodorsal Thalamus,high_confidence,1.0,HOMBA:10398,mediodorsal nucleus of thalamus,bm25+exact+fuzzy,Mediodorsal Thalamus,Mediodorsal Thalamus,,1.0,ventral midline nuclei of thalamus,0.284685,correct,260,1_highconf_correct.csv,262,aligned,high,1.0,Direct synonym; mediodorsal thalamus refers to the mediodorsal nucleus of thalamus.,aligned,high,1.0,Top1 is the precise anatomical structure; 'mediodorsal nucleus of thalamus' is a standard synonym for Mediodorsal Thalamus.,aligned,high,1.0,Direct synonym. Mediodorsal Thalamus refers to the mediodorsal nucleus of the thalamus.,aligned,high,1.0,3/3,False,3-0,stable,Direct synonym; mediodorsal thalamus refers to the mediodorsal nucleus of thalamus. | Top1 is the precise anatomical structure; 'mediodorsal nucleus of thalamus' is a standard synonym for Mediodorsal Thalamus. | Direct synonym. Mediodorsal Thalamus refers to the mediodorsal nucleus of the thalamus.,,
species,Midbrain reticular formation,high_confidence,1.0,HOMBA:12239,midbrain reticular formation,bm25+exact+fuzzy,Midbrain reticular formation,Midbrain reticular formation,reticular,1.0,isthmic reticular formation,0.439062,correct,261,1_highconf_correct.csv,263,aligned,high,1.0,Exact match of query and candidate name.,aligned,high,1.0,Exact match (case difference only) between query and top1 name.,aligned,high,1.0,"Exact match, only capitalization differs. Same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match of query and candidate name. | Exact match (case difference only) between query and top1 name. | Exact match, only capitalization differs. Same structure.",,
species,Middle cerebellar peduncle,high_confidence,1.0,HOMBA:12768,middle cerebellar peduncle (brachium pontis),bm25+exact+fuzzy,Middle cerebellar peduncle,Middle cerebellar peduncle,,1.0,cerebellar morphology,0.323616,correct,262,1_highconf_correct.csv,264,aligned,high,1.0,Exact match with parenthetical synonym.,aligned,high,1.0,Exact match with appended synonym in parentheses; same structure.,aligned,high,1.0,Same structure; top1 includes alternate name in parentheses.,aligned,high,1.0,3/3,False,3-0,stable,Exact match with parenthetical synonym. | Exact match with appended synonym in parentheses; same structure. | Same structure; top1 includes alternate name in parentheses.,,
species,Middle frontal gyrus,high_confidence,1.0,HOMBA:12116,middle frontal gyrus,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,,1.0,frontal lobe,0.97,correct,263,1_highconf_correct.csv,265,aligned,high,1.0,Exact match of query and candidate name.,aligned,high,1.0,Exact match (case difference only) between query and top1 name.,aligned,high,1.0,"Exact match, same gyrus.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match of query and candidate name. | Exact match (case difference only) between query and top1 name. | Exact match, same gyrus.",,
species,Motor Trigeminal Nucleus,high_confidence,1.0,HOMBA:12429,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",bm25+exact+fuzzy+hierarchy_parent,Motor Trigeminal Nucleus,Motor Trigeminal Nucleus,,1.0,afferent nuclei of cranial nerves in pons,0.816733,correct,264,1_highconf_correct.csv,266,aligned,high,1.0,Exact match; 'motor trigeminal nucleus' is an alias provided.,aligned,high,1.0,Top1 is the full formal name including the query as an accepted synonym; same nucleus.,aligned,high,1.0,Motor Trigeminal Nucleus is the motor nucleus of trigeminal nerve; top1 lists synonyms.,aligned,high,1.0,3/3,False,3-0,stable,Exact match; 'motor trigeminal nucleus' is an alias provided. | Top1 is the full formal name including the query as an accepted synonym; same nucleus. | Motor Trigeminal Nucleus is the motor nucleus of trigeminal nerve; top1 lists synonyms.,,
species,Nucleus accumbens (core),high_confidence,1.0,HOMBA:10340,core of nucleus accumbens,bm25+fuzzy,Nucleus accumbens,core of nucleus accumbens,core,1.0,nucleus accumbens,0.88,correct,265,1_highconf_correct.csv,267,aligned,high,1.0,"Direct match: query specifies core of nucleus accumbens, top1 gives official name 'core of nucleus accumbens'.",aligned,high,1.0,Query specifies core subregion; top1_name directly names core of nucleus accumbens.,aligned,high,1.0,"Query specifies core of nucleus accumbens; top1 is 'core of nucleus accumbens', an exact match.",aligned,high,1.0,3/3,False,3-0,stable,"Direct match: query specifies core of nucleus accumbens, top1 gives official name 'core of nucleus accumbens'. | Query specifies core subregion; top1_name directly names core of nucleus accumbens. | Query specifies core of nucleus accumbens; top1 is 'core of nucleus accumbens', an exact match.",,
species,Nucleus accumbens (shell),high_confidence,1.0,HOMBA:10341,shell of nucleus accumbens,bm25+fuzzy,nucleus nucleus accumbens,shell of nucleus nucleus accumbens,shell,1.0,nucleus accumbens,0.88,correct,266,1_highconf_correct.csv,268,aligned,high,1.0,"Direct match: query specifies shell of nucleus accumbens, top1 gives official name 'shell of nucleus accumbens'.",aligned,high,1.0,Query specifies shell subregion; top1_name directly names shell of nucleus accumbens.,aligned,high,1.0,"Query specifies shell of nucleus accumbens; top1 is 'shell of nucleus accumbens', an exact match.",aligned,high,1.0,3/3,False,3-0,stable,"Direct match: query specifies shell of nucleus accumbens, top1 gives official name 'shell of nucleus accumbens'. | Query specifies shell subregion; top1_name directly names shell of nucleus accumbens. | Query specifies shell of nucleus accumbens; top1 is 'shell of nucleus accumbens', an exact match.",,
species,"Nucleus accumbens, core",high_confidence,1.0,HOMBA:10340,core of nucleus accumbens,bm25+fuzzy,nucleus nucleus accumbens core,core of nucleus nucleus accumbens,core,1.0,core of interstitial nucleus of Cajal,0.399673,correct,267,1_highconf_correct.csv,269,aligned,high,1.0,"Direct match: query 'Nucleus accumbens, core' corresponds to top1 'core of nucleus accumbens'.",aligned,high,1.0,Query specifies core with comma; top1_name directly names core of nucleus accumbens.,aligned,high,1.0,"Query 'Nucleus accumbens, core' and top1 'core of nucleus accumbens' are synonymous, same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Direct match: query 'Nucleus accumbens, core' corresponds to top1 'core of nucleus accumbens'. | Query specifies core with comma; top1_name directly names core of nucleus accumbens. | Query 'Nucleus accumbens, core' and top1 'core of nucleus accumbens' are synonymous, same structure.",,
species,"Nucleus accumbens, shell",high_confidence,1.0,HOMBA:10341,shell of nucleus accumbens,bm25+fuzzy,nucleus nucleus accumbens shell,shell of nucleus nucleus accumbens,shell,1.0,"gracile nucleus, rostral division (shell)",0.399729,correct,268,1_highconf_correct.csv,270,aligned,high,1.0,"Direct match: query 'Nucleus accumbens, shell' corresponds to top1 'shell of nucleus accumbens'.",aligned,high,1.0,Query specifies shell with comma; top1_name directly names shell of nucleus accumbens.,aligned,high,1.0,"Query 'Nucleus accumbens, shell' and top1 'shell of nucleus accumbens' are synonymous, same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Direct match: query 'Nucleus accumbens, shell' corresponds to top1 'shell of nucleus accumbens'. | Query specifies shell with comma; top1_name directly names shell of nucleus accumbens. | Query 'Nucleus accumbens, shell' and top1 'shell of nucleus accumbens' are synonymous, same structure.",,
species,Nucleus of the lateral olfactory tract,high_confidence,1.0,HOMBA:10309,nucleus of lateral olfactory tract,bm25+fuzzy,Nucleus of the lateral olfactory tract,nucleus of lateral olfactory tract,lateral,1.0,olfactory tract,0.566861,correct,269,1_highconf_correct.csv,271,aligned,high,1.0,"Synonym variant: query includes 'the', top1 omits it; same structure 'nucleus of lateral olfactory tract'.",aligned,high,1.0,"Query 'Nucleus of the lateral olfactory tract'; top1_name minor variant without 'the', accepted synonym.",aligned,high,1.0,"Query 'Nucleus of the lateral olfactory tract' and top1 'nucleus of lateral olfactory tract' are identical except for 'the', same anatomical entity.",aligned,high,1.0,3/3,False,3-0,stable,"Synonym variant: query includes 'the', top1 omits it; same structure 'nucleus of lateral olfactory tract'. | Query 'Nucleus of the lateral olfactory tract'; top1_name minor variant without 'the', accepted synonym. | Query 'Nucleus of the lateral olfactory tract' and top1 'nucleus of lateral olfactory tract' are identical except for 'the', same anatomical entity.",,
species,Nucleus sagulum,high_confidence,1.0,HOMBA:12313,sagulum nucleus (nucleus sagulum),bm25+exact+fuzzy,Nucleus sagulum,Nucleus sagulum,,1.0,cerebellar deep nuclei,0.260505,correct,270,1_highconf_correct.csv,272,aligned,high,1.0,"top1_name is a syntactic variant of the query, referring to the same anatomical structure.",aligned,high,0.98,Query 'Nucleus sagulum' matches top1 'sagulum nucleus (nucleus sagulum)' which is the same structure with word-order variation and synonym.,aligned,high,0.99,"Same nucleus, accepted word-order variant.",aligned,high,0.99,3/3,False,3-0,stable,"top1_name is a syntactic variant of the query, referring to the same anatomical structure. | Query 'Nucleus sagulum' matches top1 'sagulum nucleus (nucleus sagulum)' which is the same structure with word-order variation and synonym. | Same nucleus, accepted word-order variant.",,
species,Obex,high_confidence,1.0,HOMBA:12812,obex,bm25+exact+fuzzy,Obex,Obex,,1.0,,,correct,271,1_highconf_correct.csv,273,aligned,high,1.0,top1_name is an exact match to the query.,aligned,high,1.0,Exact match between query 'Obex' and top1 'obex'.,aligned,high,1.0,"Exact match, case difference only.",aligned,high,1.0,3/3,False,3-0,stable,"top1_name is an exact match to the query. | Exact match between query 'Obex' and top1 'obex'. | Exact match, case difference only.",,
species,Occulomotor Nuclei,high_confidence,1.0,HOMBA:12198,oculomotor nucleus,bm25+exact+fuzzy+hierarchy_parent,occulomotor nucleus,occulomotor nucleus,,1.0,efferent nuclei of the cranial nerves in midbrain,0.97,correct,272,1_highconf_correct.csv,274,aligned,high,0.95,"Minor spelling variant ('Occulomotor' vs 'oculomotor') and singular vs plural, but same structure.",aligned,high,0.95,"Query 'Occulomotor Nuclei' has a minor typo and plural, but top1 'oculomotor nucleus' is the same anatomical entity with corrected spelling and singular form.",aligned,high,0.98,Corrects misspelling and plural; same oculomotor nucleus.,aligned,high,0.96,3/3,False,3-0,stable,"Minor spelling variant ('Occulomotor' vs 'oculomotor') and singular vs plural, but same structure. | Query 'Occulomotor Nuclei' has a minor typo and plural, but top1 'oculomotor nucleus' is the same anatomical entity with corrected spelling and singular form. | Corrects misspelling and plural; same oculomotor nucleus.",,
species,Oculomotor complex,high_confidence,1.0,HOMBA:12198,oculomotor nucleus,bm25+exact+fuzzy+hierarchy_parent,Oculomotor complex,Oculomotor complex,,1.0,central oculomotor nucleus,0.736733,correct,273,1_highconf_correct.csv,275,partial_or_narrower,medium,0.75,"Query 'oculomotor complex' implies broader structure (nucleus plus associated fibers), top1 is only the nucleus.",partial_or_narrower,high,0.95,"Query 'Oculomotor complex' is a broader term encompassing multiple structures, but top1 'oculomotor nucleus' is only one component, narrower than the query.",aligned,high,0.97,Oculomotor complex and nucleus are synonymous in anatomy.,partial_or_narrower,medium,0.89,2/3,True,2-1,majority_vote,"Query 'oculomotor complex' implies broader structure (nucleus plus associated fibers), top1 is only the nucleus. | Query 'Oculomotor complex' is a broader term encompassing multiple structures, but top1 'oculomotor nucleus' is only one component, narrower than the query. | Oculomotor complex and nucleus are synonymous in anatomy.",,
species,Olfactory tubercle,high_confidence,1.0,HOMBA:10310,olfactory tubercle,bm25+exact+fuzzy+hierarchy_parent,Olfactory tubercle,Olfactory tubercle,,1.0,islands of Calleja of olfactory tubercle,0.674503,correct,274,1_highconf_correct.csv,276,aligned,high,1.0,Exact match between query and top1_name.,aligned,high,1.0,Exact match between query 'Olfactory tubercle' and top1 'olfactory tubercle'.,aligned,high,1.0,"Exact match, case difference only.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match between query and top1_name. | Exact match between query 'Olfactory tubercle' and top1 'olfactory tubercle'. | Exact match, case difference only.",,
species,Olfactory Tubercule,high_confidence,1.0,HOMBA:10310,olfactory tubercle,bm25+exact+fuzzy+hierarchy_parent,Olfactory Tubercule,Olfactory Tubercule,,1.0,islands of Calleja of olfactory tubercle,0.674503,correct,275,1_highconf_correct.csv,277,aligned,high,1.0,"Query misspelling 'Tubercule' maps directly to 'olfactory tubercle', a conventional synonym.",aligned,high,1.0,Direct match with accepted spelling variant (Tubercule vs tubercle).,aligned,high,1.0,"Direct match, only difference is minor spelling variant (tubercule vs tubercle) with same intended structure.",aligned,high,1.0,3/3,False,3-0,stable,"Query misspelling 'Tubercule' maps directly to 'olfactory tubercle', a conventional synonym. | Direct match with accepted spelling variant (Tubercule vs tubercle). | Direct match, only difference is minor spelling variant (tubercule vs tubercle) with same intended structure.",,
species,Olivocerebellar Tract,high_confidence,1.0,HOMBA:12747,olivocerebellar tract,bm25+exact+fuzzy,Olivocerebellar Tract,Olivocerebellar Tract,,1.0,pyramidal tract,0.302708,correct,276,1_highconf_correct.csv,278,aligned,high,1.0,"Exact match except for case, same anatomical structure.",aligned,high,1.0,Direct match; identical term with normalized casing.,aligned,high,1.0,Direct case-insensitive match for the same anatomical tract.,aligned,high,1.0,3/3,False,3-0,stable,"Exact match except for case, same anatomical structure. | Direct match; identical term with normalized casing. | Direct case-insensitive match for the same anatomical tract.",,
species,Optic nerve,high_confidence,1.0,HOMBA:15544,optic nerve,bm25+exact+fuzzy,Optic nerve,Optic nerve,,1.0,optic nerve layer of superior colliculus,0.460638,correct,277,1_highconf_correct.csv,279,aligned,high,1.0,"Exact match except for case, same named entity.",aligned,high,1.0,Direct match; identical term with normalized casing.,aligned,high,1.0,Direct case-insensitive match for optic nerve.,aligned,high,1.0,3/3,False,3-0,stable,"Exact match except for case, same named entity. | Direct match; identical term with normalized casing. | Direct case-insensitive match for optic nerve.",,
