dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Postcentral gyrus (lateral middle),needs_review,0.88,HOMBA:12132,postcentral gyrus,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;middle;lateral middle,0.0,middle temporal gyrus,0.570126,,478,3_unresolved_correct.csv,57,broader_parent,high,0.95,"Top1 is the whole postcentral gyrus, which anatomically contains the specified lateral middle subregion; broader parent.",broader_parent,high,0.98,"top1 is the whole postcentral gyrus; query specifies lateral middle subregion, so top1 is a broader anatomical parent.",broader_parent,high,0.95,"Query specifies “lateral middle” part of the postcentral gyrus; top1 is the whole gyrus, a broader parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Top1 is the whole postcentral gyrus, which anatomically contains the specified lateral middle subregion; broader parent. | top1 is the whole postcentral gyrus; query specifies lateral middle subregion, so top1 is a broader anatomical parent. | Query specifies “lateral middle” part of the postcentral gyrus; top1 is the whole gyrus, a broader parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Postcentral gyrus (lateral superior),needs_review,0.88,HOMBA:12132,postcentral gyrus,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;superior;lateral superior,0.0,lateral superior olivary nucleus,0.659887,,479,3_unresolved_correct.csv,58,broader_parent,high,0.95,"Top1 is the whole postcentral gyrus, which anatomically contains the specified lateral superior subregion; broader parent.",broader_parent,high,0.98,"top1 is the whole postcentral gyrus; query specifies lateral superior subregion, so top1 is a broader anatomical parent.",broader_parent,high,0.95,"Query specifies “lateral superior” part of the postcentral gyrus; top1 is the whole gyrus, a broader parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Top1 is the whole postcentral gyrus, which anatomically contains the specified lateral superior subregion; broader parent. | top1 is the whole postcentral gyrus; query specifies lateral superior subregion, so top1 is a broader anatomical parent. | Query specifies “lateral superior” part of the postcentral gyrus; top1 is the whole gyrus, a broader parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Postcentral gyrus (medial),needs_review,0.88,HOMBA:12132,postcentral gyrus,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,medial,0.0,medial orbital gyrus,0.411391,,480,3_unresolved_correct.csv,59,broader_parent,high,0.95,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure.",broader_parent,high,1.0,top1 is the parent gyrus (postcentral gyrus) but query specifies medial subregion; anatomically correct parent but not exact.,broader_parent,high,0.95,"Query specifies the medial part of postcentral gyrus; top1 is the entire gyrus, which is the correct parent structure.",broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure. | top1 is the parent gyrus (postcentral gyrus) but query specifies medial subregion; anatomically correct parent but not exact. | Query specifies the medial part of postcentral gyrus; top1 is the entire gyrus, which is the correct parent structure.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Precentral gyrus (lateral inferior),needs_review,0.88,HOMBA:12114,precentral gyrus,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;inferior;lateral inferior,0.0,inferior horn of lateral ventricles,0.322718,,481,3_unresolved_correct.csv,60,broader_parent,high,0.95,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure.",broader_parent,high,1.0,top1 is the parent gyrus (precentral gyrus) but query specifies lateral inferior subregion; anatomically correct parent but not exact.,broader_parent,high,0.95,"Query specifies lateral inferior precentral gyrus; top1 is the broader precentral gyrus, anatomically correct parent.",broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure. | top1 is the parent gyrus (precentral gyrus) but query specifies lateral inferior subregion; anatomically correct parent but not exact. | Query specifies lateral inferior precentral gyrus; top1 is the broader precentral gyrus, anatomically correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Precentral gyrus (lateral middle),needs_review,0.88,HOMBA:12114,precentral gyrus,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;middle;lateral middle,0.0,"lateral fissure, main (caudal) ramus",0.575999,,482,3_unresolved_correct.csv,61,broader_parent,high,0.95,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure.",broader_parent,high,1.0,top1 is the parent gyrus (precentral gyrus) but query specifies lateral middle subregion; anatomically correct parent but not exact.,broader_parent,high,0.95,Query specifies lateral middle precentral gyrus; top1 is the broader precentral gyrus parent.,broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure. | top1 is the parent gyrus (precentral gyrus) but query specifies lateral middle subregion; anatomically correct parent but not exact. | Query specifies lateral middle precentral gyrus; top1 is the broader precentral gyrus parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Precentral gyrus (lateral superior),needs_review,0.88,HOMBA:12114,precentral gyrus,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;superior;lateral superior,0.0,lateral superior olivary nucleus,0.664603,,483,3_unresolved_correct.csv,62,broader_parent,high,0.95,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure.",broader_parent,high,1.0,top1 is the parent gyrus (precentral gyrus) but query specifies lateral superior subregion; anatomically correct parent but not exact.,broader_parent,high,0.95,Query specifies lateral superior precentral gyrus; top1 is the broader parent gyrus.,broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure. | top1 is the parent gyrus (precentral gyrus) but query specifies lateral superior subregion; anatomically correct parent but not exact. | Query specifies lateral superior precentral gyrus; top1 is the broader parent gyrus.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Precentral gyrus (medial),needs_review,0.88,HOMBA:12114,precentral gyrus,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,medial,0.0,medial orbital gyrus,0.411391,,484,3_unresolved_correct.csv,63,broader_parent,high,0.95,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure.",broader_parent,high,1.0,top1 is the parent gyrus (precentral gyrus) but query specifies medial subregion; anatomically correct parent but not exact.,broader_parent,high,0.95,Query specifies medial precentral gyrus; top1 is the broader parent gyrus.,broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the parent gyrus of the specified subregion; query includes a modifier indicating a part, but top1 correctly names the overall structure. | top1 is the parent gyrus (precentral gyrus) but query specifies medial subregion; anatomically correct parent but not exact. | Query specifies medial precentral gyrus; top1 is the broader parent gyrus.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Spinal trigeminal nucleus (oralis),needs_review,0.88,HOMBA:12572,spinal trigeminal nucleus,bm25+exact+fuzzy,Spinal trigeminal nucleus,Spinal trigeminal nucleus,oralis,0.0,"spinal nucleus of trigeminal nerve, rostral subnucleus",0.848222,,485,3_unresolved_correct.csv,64,broader_parent,high,0.95,Query 'Spinal trigeminal nucleus (oralis)' specifies a subdivision; top1 'spinal trigeminal nucleus' is the broader parent structure.,broader_parent,high,0.95,Query specifies a subnucleus (oralis) of the spinal trigeminal nucleus; top1 covers the parent nucleus.,broader_parent,high,0.95,"Query specifies oralis subdivision; top1 is the whole spinal trigeminal nucleus, the correct parent structure.",broader_parent,high,0.95,3/3,False,3-0,stable,"Query 'Spinal trigeminal nucleus (oralis)' specifies a subdivision; top1 'spinal trigeminal nucleus' is the broader parent structure. | Query specifies a subnucleus (oralis) of the spinal trigeminal nucleus; top1 covers the parent nucleus. | Query specifies oralis subdivision; top1 is the whole spinal trigeminal nucleus, the correct parent structure.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (dorsolateral),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,dorsolateral,0.0,dorsolateral prefrontal gyrus,0.713422,,486,3_unresolved_correct.csv,65,broader_parent,high,0.95,Query 'Superior frontal gyrus (dorsolateral)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure.,broader_parent,high,0.95,Query 'superior frontal gyrus (dorsolateral)' indicates a subregion; top1 is the whole gyrus.,broader_parent,high,0.95,"Query specifies dorsolateral part; top1 is the whole superior frontal gyrus, the correct parent.",broader_parent,high,0.95,3/3,False,3-0,stable,"Query 'Superior frontal gyrus (dorsolateral)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure. | Query 'superior frontal gyrus (dorsolateral)' indicates a subregion; top1 is the whole gyrus. | Query specifies dorsolateral part; top1 is the whole superior frontal gyrus, the correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (lateral anterior),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;anterior;lateral anterior,0.0,superior frontal sulcus,0.563907,,487,3_unresolved_correct.csv,66,broader_parent,high,0.95,Query 'Superior frontal gyrus (lateral anterior)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure.,broader_parent,high,0.95,Query 'superior frontal gyrus (lateral anterior)' indicates a subregion; top1 is the whole gyrus.,broader_parent,high,0.95,"Query specifies lateral anterior part; top1 is the whole superior frontal gyrus, the correct parent.",broader_parent,high,0.95,3/3,False,3-0,stable,"Query 'Superior frontal gyrus (lateral anterior)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure. | Query 'superior frontal gyrus (lateral anterior)' indicates a subregion; top1 is the whole gyrus. | Query specifies lateral anterior part; top1 is the whole superior frontal gyrus, the correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (lateral middle),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;middle;lateral middle,0.0,middle frontal gyrus,0.691044,,488,3_unresolved_correct.csv,67,broader_parent,high,0.95,Query 'Superior frontal gyrus (lateral middle)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure.,broader_parent,high,0.95,Query 'superior frontal gyrus (lateral middle)' indicates a subregion; top1 is the whole gyrus.,broader_parent,high,0.95,"Query specifies lateral middle part; top1 is the whole superior frontal gyrus, the correct parent.",broader_parent,high,0.95,3/3,False,3-0,stable,"Query 'Superior frontal gyrus (lateral middle)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure. | Query 'superior frontal gyrus (lateral middle)' indicates a subregion; top1 is the whole gyrus. | Query specifies lateral middle part; top1 is the whole superior frontal gyrus, the correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (lateral posterior),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;posterior;lateral posterior,0.0,superior frontal sulcus,0.563907,,489,3_unresolved_correct.csv,68,broader_parent,high,0.95,Query 'Superior frontal gyrus (lateral posterior)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure.,broader_parent,high,0.95,Query 'superior frontal gyrus (lateral posterior)' indicates a subregion; top1 is the whole gyrus.,broader_parent,high,0.95,"Query specifies lateral posterior part; top1 is the whole superior frontal gyrus, the correct parent.",broader_parent,high,0.95,3/3,False,3-0,stable,"Query 'Superior frontal gyrus (lateral posterior)' specifies a subdivision; top1 'superior frontal gyrus' is the broader parent structure. | Query 'superior frontal gyrus (lateral posterior)' indicates a subregion; top1 is the whole gyrus. | Query specifies lateral posterior part; top1 is the whole superior frontal gyrus, the correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (medial orbital),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,medial;orbital;medial orbital,0.0,medial orbital frontal cortex (area 14),0.698679,,490,3_unresolved_correct.csv,69,broader_parent,high,0.95,"Query specifies 'medial orbital' part of superior frontal gyrus; top1 names the whole gyrus, which is the anatomically correct parent structure.",broader_parent,high,0.98,Top1 is the parent structure (superior frontal gyrus) without the subregion modifier 'medial orbital'. It is anatomically broader but consistent.,broader_parent,high,0.95,"Top1 is the whole superior frontal gyrus; query specifies its medial orbital subdivision, anatomically correct parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Query specifies 'medial orbital' part of superior frontal gyrus; top1 names the whole gyrus, which is the anatomically correct parent structure. | Top1 is the parent structure (superior frontal gyrus) without the subregion modifier 'medial orbital'. It is anatomically broader but consistent. | Top1 is the whole superior frontal gyrus; query specifies its medial orbital subdivision, anatomically correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (medial),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,medial,0.0,superior frontal sulcus,0.57564,,491,3_unresolved_correct.csv,70,broader_parent,high,0.95,"Query specifies 'medial' part of superior frontal gyrus; top1 names the whole gyrus, a broader parent.",broader_parent,high,0.98,Top1 is the parent structure (superior frontal gyrus) without the subregion modifier 'medial'. It is anatomically broader but consistent.,broader_parent,high,0.95,"Top1 is the whole superior frontal gyrus; query specifies its medial subdivision, anatomically correct parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Query specifies 'medial' part of superior frontal gyrus; top1 names the whole gyrus, a broader parent. | Top1 is the parent structure (superior frontal gyrus) without the subregion modifier 'medial'. It is anatomically broader but consistent. | Top1 is the whole superior frontal gyrus; query specifies its medial subdivision, anatomically correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior frontal gyrus (orbital part),needs_review,0.88,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,orbital,0.0,orbital frontal cortex,0.644399,,492,3_unresolved_correct.csv,71,broader_parent,high,0.95,"Query specifies 'orbital part' of superior frontal gyrus; top1 names the whole gyrus, which is the parent structure.",broader_parent,high,0.98,Top1 is the parent structure (superior frontal gyrus) without the subregion modifier 'orbital part'. It is anatomically broader but consistent.,broader_parent,high,0.95,"Top1 is the whole superior frontal gyrus; query specifies its orbital part, anatomically correct parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Query specifies 'orbital part' of superior frontal gyrus; top1 names the whole gyrus, which is the parent structure. | Top1 is the parent structure (superior frontal gyrus) without the subregion modifier 'orbital part'. It is anatomically broader but consistent. | Top1 is the whole superior frontal gyrus; query specifies its orbital part, anatomically correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior parietal lobule (anterior),needs_review,0.88,HOMBA:12133,superior parietal lobule (gyrus),bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,anterior,0.0,superior medial parietal cortex,0.498394,,493,3_unresolved_correct.csv,72,broader_parent,high,0.95,"Query specifies 'anterior' part of superior parietal lobule; top1 names the whole lobule (with synonym), a broader parent.",broader_parent,high,0.98,"Top1 is the whole superior parietal lobule, broader than the query which specifies 'anterior' subregion. Anatomically correct parent.",broader_parent,high,0.95,"Top1 is the whole superior parietal lobule; query targets only the anterior part, anatomically correct parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Query specifies 'anterior' part of superior parietal lobule; top1 names the whole lobule (with synonym), a broader parent. | Top1 is the whole superior parietal lobule, broader than the query which specifies 'anterior' subregion. Anatomically correct parent. | Top1 is the whole superior parietal lobule; query targets only the anterior part, anatomically correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior parietal lobule (posterior),needs_review,0.88,HOMBA:12133,superior parietal lobule (gyrus),bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,posterior,0.0,superior medial parietal cortex,0.498394,,494,3_unresolved_correct.csv,73,broader_parent,high,0.95,"Query specifies 'posterior' part of superior parietal lobule; top1 names the whole lobule, a broader parent.",broader_parent,high,0.98,"Top1 is the whole superior parietal lobule, broader than the query which specifies 'posterior' subregion. Anatomically correct parent.",broader_parent,high,0.95,"Top1 is the whole superior parietal lobule; query targets only the posterior part, anatomically correct parent.",broader_parent,high,0.96,3/3,False,3-0,stable,"Query specifies 'posterior' part of superior parietal lobule; top1 names the whole lobule, a broader parent. | Top1 is the whole superior parietal lobule, broader than the query which specifies 'posterior' subregion. Anatomically correct parent. | Top1 is the whole superior parietal lobule; query targets only the posterior part, anatomically correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior temporal gyrus (anterior),needs_review,0.88,HOMBA:12140,superior temporal gyrus,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,anterior,0.0,rostral division of area 22,0.800164,,495,3_unresolved_correct.csv,74,broader_parent,high,1.0,"Top1 is the entire superior temporal gyrus; query specifies anterior part, but top1 is the broader parent.",broader_parent,high,0.95,"Query specifies anterior part of superior temporal gyrus; top1 is the whole gyrus, which is the anatomically correct parent.",broader_parent,high,0.95,"Query asks for anterior part of superior temporal gyrus; top1 returns the whole gyrus, which is the correct broader parent structure.",broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the entire superior temporal gyrus; query specifies anterior part, but top1 is the broader parent. | Query specifies anterior part of superior temporal gyrus; top1 is the whole gyrus, which is the anatomically correct parent. | Query asks for anterior part of superior temporal gyrus; top1 returns the whole gyrus, which is the correct broader parent structure.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Superior temporal gyrus (posterior),needs_review,0.88,HOMBA:12140,superior temporal gyrus,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,posterior,0.0,caudal division of area 22,0.796981,,496,3_unresolved_correct.csv,75,broader_parent,high,1.0,"Top1 is the entire superior temporal gyrus; query specifies posterior part, but top1 is the broader parent.",broader_parent,high,0.95,"Query specifies posterior part of superior temporal gyrus; top1 is the whole gyrus, which is the anatomically correct parent.",broader_parent,high,0.95,"Query asks for posterior part of superior temporal gyrus; top1 is the whole gyrus, the appropriate broader parent.",broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the entire superior temporal gyrus; query specifies posterior part, but top1 is the broader parent. | Query specifies posterior part of superior temporal gyrus; top1 is the whole gyrus, which is the anatomically correct parent. | Query asks for posterior part of superior temporal gyrus; top1 is the whole gyrus, the appropriate broader parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Supramarginal gyrus (anterior),needs_review,0.88,HOMBA:12135,supramarginal gyrus,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,anterior,0.0,anterior cingulate  cortex (ventromedial prefrontal cortex),0.420222,,497,3_unresolved_correct.csv,76,broader_parent,high,1.0,"Top1 is the entire supramarginal gyrus; query specifies anterior part, but top1 is the broader parent.",broader_parent,high,0.95,"Query specifies anterior part of supramarginal gyrus; top1 is the whole gyrus, which is the anatomically correct parent.",broader_parent,high,0.95,"Query specifies anterior supramarginal gyrus; top1 is the complete gyrus, a correct broader container.",broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the entire supramarginal gyrus; query specifies anterior part, but top1 is the broader parent. | Query specifies anterior part of supramarginal gyrus; top1 is the whole gyrus, which is the anatomically correct parent. | Query specifies anterior supramarginal gyrus; top1 is the complete gyrus, a correct broader container.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Supramarginal gyrus (posterior),needs_review,0.88,HOMBA:12135,supramarginal gyrus,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,posterior,0.0,posterior cingulate cortex (PCC),0.418552,,498,3_unresolved_correct.csv,77,broader_parent,high,1.0,"Top1 is the entire supramarginal gyrus; query specifies posterior part, but top1 is the broader parent.",broader_parent,high,0.95,"Query specifies posterior part of supramarginal gyrus; top1 is the whole gyrus, which is the anatomically correct parent.",broader_parent,high,0.95,"Query specifies posterior supramarginal gyrus; top1 is the whole gyrus, an anatomically correct broader parent.",broader_parent,high,0.9667,3/3,False,3-0,stable,"Top1 is the entire supramarginal gyrus; query specifies posterior part, but top1 is the broader parent. | Query specifies posterior part of supramarginal gyrus; top1 is the whole gyrus, which is the anatomically correct parent. | Query specifies posterior supramarginal gyrus; top1 is the whole gyrus, an anatomically correct broader parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Thalamus (excluding pulvinar),needs_review,0.88,HOMBA:10390,thalamus,bm25+exact+fuzzy,Thalamus,Thalamus,excluding;pulvinar;excluding pulvinar,0.0,pulvinar of thalamus,0.798195,,499,3_unresolved_correct.csv,78,broader_parent,high,1.0,"Top1 is the entire thalamus; query specifies thalamus excluding pulvinar, but top1 is the broader parent.",broader_parent,high,0.9,"Query is thalamus excluding pulvinar; top1 is thalamus (including pulvinar), which is a broader parent structure.",broader_parent,high,0.95,"Query asks for thalamus excluding pulvinar; top1 returns entire thalamus, a broader parent that includes the excluded part.",broader_parent,high,0.95,3/3,False,3-0,stable,"Top1 is the entire thalamus; query specifies thalamus excluding pulvinar, but top1 is the broader parent. | Query is thalamus excluding pulvinar; top1 is thalamus (including pulvinar), which is a broader parent structure. | Query asks for thalamus excluding pulvinar; top1 returns entire thalamus, a broader parent that includes the excluded part.",A_effectively_correct,exact base match; subdivision not in HOMBA
corpus,Lateral intraparietal area (ventral),modifier_conflict,0.579282,HOMBA:267498979,lateral subdivision of area 7,bm25+fuzzy,Lateral intraparietal area (ventral),intraparietal subdivision of area 7,ventral;lateral,0.5,parvicellular (ventral) division of BL,0.571534,,500,3_unresolved_correct.csv,79,broader_parent,medium,0.7,"Top1 is lateral subdivision of area 7, broader than query lateral intraparietal area; matched alias indicates intraparietal subdivision, so likely a parent structure.",broader_parent,high,0.9,"top1 is the entire lateral subdivision of area 7, while query specifies ventral part; top1 is valid parent.",partial_or_narrower,medium,0.7,"Query specifies both lateral and ventral aspects; top1 matches only lateral subdivision of area 7, missing the 'ventral' modifier.",broader_parent,medium,0.7667,2/3,True,2-1,majority_vote,"Top1 is lateral subdivision of area 7, broader than query lateral intraparietal area; matched alias indicates intraparietal subdivision, so likely a parent structure. | top1 is the entire lateral subdivision of area 7, while query specifies ventral part; top1 is valid parent. | Query specifies both lateral and ventral aspects; top1 matches only lateral subdivision of area 7, missing the 'ventral' modifier.",A_effectively_correct,modifier de-specified to correct parent
corpus,Transverse temporal gyri (Heschl's gyri),modifier_conflict,0.825032,HOMBA:12144,transverse temporal gyrus (Heschl's gyrus),bm25+fuzzy,Transverse temporal gyri (Heschl's gyri),transverse temporal gyrus (Heschl's gyrus),heschls;gyri;heschls gyri,0.333333,transverse temporal sulcus,0.58161,,501,3_unresolved_correct.csv,80,aligned,high,0.95,Singular form matches plural query; conventional synonym.,aligned,high,0.98,top1 is the singular form but same anatomical structure as query; accepted synonym.,partial_or_narrower,high,0.9,"Query uses plural 'gyri', while top1 is singular 'gyrus', only covering one Heschl’s gyrus, not the full set.",aligned,medium,0.9433,2/3,True,2-1,majority_vote,"Singular form matches plural query; conventional synonym. | top1 is the singular form but same anatomical structure as query; accepted synonym. | Query uses plural 'gyri', while top1 is singular 'gyrus', only covering one Heschl’s gyrus, not the full set.",A_effectively_correct,modifier de-specified to correct parent
corpus,Lateral occipital cortex (inferior),modifier_conflict,0.840855,HOMBA:AA30024,"lateral temporal-occipital cortex (area 37l, area TEO)",bm25+fuzzy,Lateral occipital cortex,lateral temporal-occipital cortex,inferior;lateral,0.5,inferior occipital sulcus,0.614363,,502,3_unresolved_correct.csv,81,wrong,high,0.9,"Top1 is lateral temporal-occipital cortex, not specifically lateral occipital cortex; different anatomical region.",wrong,medium,0.75,"top1 is lateral temporal-occipital cortex (area 37l), which is not the same as lateral occipital cortex; query is occipital, top1 includes temporal.",wrong,medium,0.75,"Top1 extends into temporal lobe (lateral temporal-occipital), not strictly the lateral occipital cortex, and ignores the 'inferior' specificity.",wrong,medium,0.8,3/3,False,3-0,stable,"Top1 is lateral temporal-occipital cortex, not specifically lateral occipital cortex; different anatomical region. | top1 is lateral temporal-occipital cortex (area 37l), which is not the same as lateral occipital cortex; query is occipital, top1 includes temporal. | Top1 extends into temporal lobe (lateral temporal-occipital), not strictly the lateral occipital cortex, and ignores the 'inferior' specificity.",A_effectively_correct,modifier de-specified to correct parent
corpus,Lateral occipital cortex (superior),modifier_conflict,0.840855,HOMBA:AA30024,"lateral temporal-occipital cortex (area 37l, area TEO)",bm25+fuzzy,Lateral occipital cortex,lateral temporal-occipital cortex,superior;lateral,0.5,superior occipital gyrus,0.622427,,503,3_unresolved_correct.csv,82,wrong,high,0.9,"Top1 is lateral temporal-occipital cortex, not specifically lateral occipital cortex; different anatomical region.",wrong,medium,0.75,"top1 is lateral temporal-occipital cortex (area 37l), which is not the same as lateral occipital cortex; query is occipital, top1 includes temporal.",broader_parent,high,0.92,"Query: lateral occipital cortex (superior part); top1 is lateral temporal-occipital cortex, a broader region encompassing both lateral temporal and occipital areas.",wrong,medium,0.8567,2/3,True,2-1,majority_vote,"Top1 is lateral temporal-occipital cortex, not specifically lateral occipital cortex; different anatomical region. | top1 is lateral temporal-occipital cortex (area 37l), which is not the same as lateral occipital cortex; query is occipital, top1 includes temporal. | Query: lateral occipital cortex (superior part); top1 is lateral temporal-occipital cortex, a broader region encompassing both lateral temporal and occipital areas.",A_effectively_correct,modifier de-specified to correct parent
corpus,Cingulate gyrus (anterior posterior part),modifier_conflict,0.895,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),bm25+fuzzy,cingulate cortex,anterior cingulate  cortex,anterior;posterior;anterior posterior part,0.333333,cingulate cortex,0.88,,504,3_unresolved_correct.csv,83,partial_or_narrower,medium,0.7,"Top1 anterior cingulate cortex is only the anterior part, while query specifies anterior posterior part, which seems to include both; top1 is narrower.",ambiguous,low,0.6,"query modifier 'anterior posterior part' is ambiguous; top1 is anterior cingulate cortex, which may be partial or misinterpretation.",partial_or_narrower,high,0.95,"Query: cingulate gyrus (anterior posterior part); top1 covers only anterior cingulate cortex, missing the posterior component.",partial_or_narrower,medium,0.75,2/3,True,2-1,majority_vote+low_certainty,"Top1 anterior cingulate cortex is only the anterior part, while query specifies anterior posterior part, which seems to include both; top1 is narrower. | query modifier 'anterior posterior part' is ambiguous; top1 is anterior cingulate cortex, which may be partial or misinterpretation. | Query: cingulate gyrus (anterior posterior part); top1 covers only anterior cingulate cortex, missing the posterior component.",A_effectively_correct,modifier de-specified to correct parent
